sample_id,num_forms,num_inputs,num_iframes,num_ext_links,num_ext_scripts,has_password_field,has_meta_redirect,script_content_ratio,favicon_mismatch,has_auto_submit,input_submit_ratio,num_unique_ext_domains
0,5,13,0,69,54,0,0,0.22546660652760367,1,0,3.25,14
1,1,1,0,312,2,0,0,0.034323755300536725,0,0,1.0,8
2,0,0,0,18,18,0,0,0.3829775517907498,1,0,0.0,9
3,5,18,0,483,0,0,0,0.016622405138971928,0,0,18.0,13
4,1,1,1,80,8,0,0,0.04778853075261937,1,0,1.0,21
5,0,1,0,19,0,0,0,0.0,0,0,1.0,5
6,0,0,0,1,1,0,0,0.0,0,0,0.0,2
7,2,5,0,178,9,0,0,0.12030399262807968,1,0,5.0,10
8,0,0,0,11,4,0,0,0.25740521871191757,1,0,0.0,7
9,0,0,1,11,6,0,0,0.27787003623580514,1,0,0.0,5
10,1,5,0,41,4,0,0,0.057002466361307645,0,0,5.0,5
11,1,2,1,62,0,0,0,0.20836779083955648,0,0,2.0,2
12,1,20,1,44,0,0,0,0.10953118481137089,0,0,20.0,2
13,1,1,2,140,41,0,0,0.3744666623963204,0,0,1.0,15
14,1,6,0,47,12,0,0,0.16219243494985372,0,0,2.0,1
15,1,13,0,374,0,0,0,0.014576625184927335,0,0,13.0,15
16,0,0,0,12,0,0,0,0.010399420529801324,0,0,0.0,2
17,3,10,3,80,3,0,0,0.19619060410571956,1,1,10.0,14
18,2,4,0,0,7,0,0,0.7021721260083875,0,0,4.0,2
19,1,2,1,44,0,0,0,0.16735548208191126,0,0,2.0,3
20,0,0,3,11,12,0,0,0.30921279448381533,1,0,0.0,7
21,1,1,3,8,9,0,0,0.08259315605201734,1,0,1.0,5
22,1,3,1,67,4,0,0,0.2328507841424352,1,0,3.0,12
23,2,4,4,152,6,0,0,0.0024357508574837203,1,0,4.0,3
24,2,24,3,19,30,0,0,0.05755806497663851,1,0,12.0,13
25,4,15,3,47,15,0,0,0.007259808464627742,1,0,3.75,18
26,2,27,2,168,9,0,0,0.010671630574279405,1,0,27.0,16
27,0,19,3,687,16,0,0,0.5271474000182037,0,0,19.0,19
28,0,0,0,8,82,0,0,0.7158532854335737,0,0,0.0,2
29,0,0,0,85,2,0,0,0.36940696699443554,1,0,0.0,3
30,1,1,3,80,41,0,0,0.024840387438560912,1,0,1.0,9
31,1,1,1,35,12,0,0,0.019460063005941698,0,0,1.0,13
32,1,3,1,39,12,0,0,0.04113092662421957,0,0,3.0,16
33,1,1,1,113,10,0,0,0.017763305008944543,1,0,1.0,19
34,0,0,0,0,1,0,0,0.0,0,0,0.0,1
35,1,4,1,0,5,0,0,0.04829747510668563,1,0,4.0,5
36,1,1,0,26,0,0,0,0.1251564032328971,0,0,1.0,5
37,7,16,0,144,12,0,0,0.024145616641901933,1,0,4.0,8
38,7,1237,5,1835,7,0,0,0.003950342108255608,0,0,1237.0,965
39,0,1,4,48,26,0,0,0.33162879106461,1,0,1.0,9
40,1,1,2,653,6,0,0,0.16441204112436988,1,0,1.0,69
41,0,1,4,48,27,0,0,0.33137874978689275,1,0,1.0,9
42,0,18,4,37,19,0,0,0.021479942771363916,0,0,18.0,16
43,0,0,2,32,94,0,0,0.20286800613306627,1,0,0.0,10
44,2,10,2,67,6,0,0,0.01757496306469401,1,0,5.0,9
45,0,17,2,416,10,0,0,0.031290065071724035,1,0,17.0,15
46,0,0,6,92,33,0,0,0.0689451900941318,1,0,0.0,21
47,3,10,3,46,3,0,0,0.21009616064817654,1,1,10.0,12
48,0,0,0,50,3,0,0,0.01912844197808373,0,0,0.0,14
49,3,34,7,315,23,0,0,0.45080392823479837,0,0,11.333333333333334,20
50,2,15,4,51,26,0,0,0.04726898515727884,1,0,7.5,17
51,1,3,0,9,15,0,0,0.39378507973088506,0,0,3.0,9
52,3,7,0,4,0,0,0,0.004948848854722923,0,0,1.4,3
53,1,2,0,39,14,0,0,0.040529330436500095,1,0,2.0,12
54,2,2,0,19,0,0,0,0.25271611601276517,1,0,1.0,2
55,2,10,1,40,49,0,0,0.40969215115591207,0,1,10.0,8
56,0,0,2,21,4,0,0,0.024175755394557717,0,0,0.0,5
57,1,8,3,33,16,0,0,0.05895523822336684,0,0,8.0,10
58,1,2,6,150,36,0,0,0.4901943264056095,0,0,2.0,33
59,1,9,0,7,0,0,0,0.0,0,0,9.0,2
60,1,3,3,95,19,0,0,0.40191521011528447,1,0,3.0,15
61,3,18,2,278,16,0,0,0.04785276437495737,1,0,6.0,12
62,3,10,1,86,3,0,0,0.017440807102194165,0,0,5.0,10
63,1,3,0,155,1,0,0,0.002653664706686722,1,0,3.0,10
64,0,1,2,101,10,0,0,0.03487326922441426,0,0,1.0,14
65,0,0,2,128,20,0,0,0.35441595856128505,0,0,0.0,27
66,2,3,2,57,5,0,0,0.0655196096474887,0,0,1.5,8
67,0,29,2,109,13,0,0,0.5794857893370393,1,0,29.0,30
68,2,10,2,69,6,0,0,0.06643630101446114,0,0,5.0,12
69,1,3,1,139,9,0,0,0.27296763785736744,1,0,3.0,10
70,0,0,1,55,17,0,0,0.06593321051402476,1,0,0.0,16
71,0,31,8,201,33,0,0,0.021811587746306434,1,0,31.0,23
72,2,5,0,178,9,0,0,0.12030369462093908,1,0,5.0,10
73,5,17,0,427,0,0,0,0.013584854515282341,0,0,17.0,13
74,2,13,3,30,37,0,0,0.2878931270827225,1,0,13.0,16
75,2,83,0,114,8,0,0,0.19610280901239924,1,0,83.0,9
76,0,9,3,27,10,0,0,0.12568618842742998,0,0,9.0,12
77,0,3,1,27,4,0,0,0.031158841344456626,1,0,3.0,8
78,2,7,4,256,46,0,0,0.03128351402745109,1,0,3.5,32
79,8,39,2,88,29,1,0,0.17129909762963352,1,0,5.571428571428571,17
80,0,0,1,16,11,0,0,0.3176041431719208,1,0,0.0,11
81,1,3,1,36,3,0,0,0.3332651286510819,0,0,3.0,13
82,0,0,1,55,17,0,0,0.06592398710765969,1,0,0.0,16
83,2,4,9,89,75,0,0,0.5595222011923955,0,0,2.0,27
84,3,18,2,33,14,0,0,0.026467217209862757,0,0,18.0,13
85,2,10,1,42,14,0,0,0.38189255706190506,0,0,3.3333333333333335,22
86,3,3,4,158,41,0,0,0.053973655067599983,1,0,1.0,7
87,0,0,8,150,13,0,0,0.0283734757261467,1,0,0.0,15
88,5,18,0,425,0,0,0,0.015300213586093042,0,0,18.0,14
89,27,31,4,227,8,0,0,0.006765110179711416,1,0,1.55,20
90,11,77,3,8,16,1,0,0.10588396858887127,1,0,9.625,12
91,0,2,0,191,36,0,0,0.1603698628390156,1,0,2.0,22
92,1,283,9,21,30,0,0,0.27018564428045594,0,0,283.0,24
93,3,25,2,40,20,0,0,0.2981763636257102,0,0,5.0,14
94,0,0,1,55,3,0,0,0.08016111069132388,0,0,0.0,19
95,2,16,4,93,21,0,0,0.033117505791702376,1,0,16.0,24
96,2,5,2,189,4,0,0,0.01954038711442446,0,0,5.0,16
97,4,7,7,139,9,0,0,0.7633707508766984,0,1,1.75,24
98,2,31,2,203,9,0,0,0.07012740785681784,0,0,31.0,16
99,0,2,2,241,33,0,0,0.0028042067026166928,1,0,2.0,24
100,1,1,1,104,16,0,0,0.0683752105010762,1,0,1.0,13
101,1,1,1,9,8,0,0,0.08303570493417263,0,0,1.0,14
102,5,21,0,61,29,1,0,0.05876353861965373,1,0,4.2,8
103,2,21,6,224,9,0,0,0.16424067455611624,0,0,21.0,13
104,1,1,4,123,0,0,0,0.0012387786906647839,0,0,1.0,1
105,1,1,3,56,9,0,0,0.08320023186433416,0,0,1.0,8
106,0,0,0,0,1,0,0,0.0,0,0,0.0,1
107,5,18,0,113,0,0,0,0.020853254226994033,0,0,18.0,14
108,1,2,0,10,2,0,0,0.00016880486158001352,0,0,2.0,6
109,2,2,4,174,9,0,0,0.0,1,0,2.0,13
110,0,29,5,286,56,0,0,0.22537243259732623,1,0,29.0,20
111,3,7,1,61,10,0,0,0.03426613699402943,0,0,2.3333333333333335,7
112,0,6,5,288,14,0,0,0.23405533476001222,1,0,6.0,11
113,0,0,1,6,84,0,0,0.08709977270846199,1,0,0.0,3
114,1,4,5,149,32,0,0,0.03920623267332157,0,0,4.0,21
115,1,28,4,208,32,0,0,0.2025617192014097,1,0,28.0,21
116,1,2,2,15,11,0,0,0.10000573317790051,0,0,2.0,11
117,2,16,4,93,27,0,0,0.0330565073858834,1,0,16.0,26
118,1,9,4,29,22,0,0,0.15714821986011776,1,0,9.0,17
119,1,26,6,264,22,0,0,0.03194611228573658,0,0,26.0,22
120,2,2,4,206,18,0,0,0.3498016213343531,1,0,1.0,5
121,1,2,3,115,2,0,0,0.06588135983424143,1,0,2.0,24
122,1,2,0,69,1,0,0,0.018125,0,0,2.0,15
123,3,10,1,8,15,0,0,0.06863231733281597,1,0,5.0,10
124,2,24,1,17,10,0,0,0.014425450328920933,0,0,8.0,15
125,2,6,7,124,22,0,0,0.06646467536182885,1,0,6.0,22
126,4,17,0,6,0,0,0,0.4871065253936674,0,1,17.0,1
127,1,3,0,49,0,0,0,0.0,0,0,1.5,1
128,1,2,0,57,1,0,0,0.019420289855072465,0,0,2.0,15
129,0,4,1,89,25,0,0,0.3539894836063951,0,0,2.0,18
130,1,2,2,37,13,0,0,0.06949516727920083,1,0,2.0,11
131,1,4,4,68,29,0,0,0.028879394057098464,0,0,4.0,21
132,0,0,0,42,3,0,0,0.0,1,0,0.0,12
133,2,7,9,382,104,0,0,0.7259137541986435,1,1,7.0,68
134,2,2,0,57,8,0,0,0.3996477364161466,0,0,2.0,12
135,5,34,3,104,18,0,0,0.028121071782997022,1,0,6.8,18
136,3,25,1,14,9,0,0,0.010101571876006205,0,0,8.333333333333334,15
137,4,32,8,1245,53,0,0,0.019067877032867515,0,0,8.0,36
138,2,16,1,401,24,0,0,0.08997220935618341,1,0,16.0,20
139,1,2,3,896,48,0,0,0.06137343501810397,1,0,2.0,24
140,1,1,0,80,5,0,0,0.015012637412832304,0,0,1.0,36
141,1,5,1,83,25,0,0,0.7028581018467848,1,0,1.6666666666666667,10
142,1,5,1,42,1,0,0,0.01860654815481548,0,0,5.0,5
143,1,25,4,265,17,0,0,0.027903140751278498,0,0,25.0,21
144,1,2,0,9,6,0,0,0.028843067422771807,1,0,2.0,3
145,1,2,2,27,5,0,0,0.05300259233714653,0,0,2.0,9
146,6,2,1,58,14,0,0,0.2994871794871795,1,0,0.5,9
147,1,4,1,200,4,0,0,0.08102394885411565,1,0,4.0,20
148,1,1,1,167,3,0,0,0.007958426958475656,0,0,1.0,10
149,0,0,0,30,26,0,0,0.256362610035547,1,0,0.0,6
150,4,33,2,62,10,0,0,0.01831857162941094,1,0,33.0,9
151,2,19,1,218,8,0,0,0.02031618422720141,0,0,19.0,21
152,5,2,0,60,4,0,0,0.4945841109525378,1,0,2.0,11
153,4,8,2,241,29,0,0,0.11088018519662571,1,0,2.0,15
154,1,25,9,88,24,0,0,0.08309581288434058,1,0,25.0,24
155,0,1,3,13,9,0,0,0.5920010799401124,1,0,1.0,8
156,0,0,2,62,13,0,0,0.2167242565856084,0,0,0.0,12
157,3,7,0,29,4,0,0,0.08666455606588257,1,0,2.3333333333333335,14
158,1,1,1,238,5,0,0,0.63606565471241,1,0,1.0,10
159,1,3,0,6,92,0,0,0.005170274369226527,0,0,3.0,2
160,0,1,1,177,12,0,0,0.01011710078123676,1,0,1.0,11
161,0,0,1,58,0,0,0,0.042508327476087154,0,0,0.0,23
162,5,18,0,135,0,0,0,0.01781365986892653,0,0,18.0,13
163,1,3,0,6,2,0,0,0.8983551588635993,0,1,3.0,3
164,3,36,10,166,59,0,0,0.13683914183351809,1,0,12.0,41
165,3,26,2,45,20,0,0,0.35198663530485835,0,0,3.7142857142857144,13
166,0,0,3,11,7,0,0,0.042601021830004644,0,0,0.0,8
167,1,5,7,238,26,0,0,0.1774587692947962,0,0,5.0,37
168,2,11,2,80,10,0,0,0.06948832134383841,1,0,5.5,15
169,1,1,5,172,8,0,0,0.7347732437146227,1,1,1.0,12
170,0,0,2,121,11,0,0,0.22407203330534564,0,0,0.0,11
171,1,16,4,10,9,0,0,0.5809148985144125,0,0,16.0,12
172,2,3,2,62,10,0,0,0.0013539100215802379,1,0,3.0,9
173,1,10,2,3,5,0,0,0.005842598836219804,1,0,10.0,5
174,0,0,3,56,13,0,0,0.3166076803492872,1,0,0.0,6
175,2,2,4,102,20,0,0,0.02840655393993516,0,0,1.0,18
176,2,6,0,74,6,0,0,0.06292029313612048,1,0,3.0,18
177,0,2,0,1138,19,0,0,0.05456296614555197,1,0,2.0,7
178,2,6,0,585,5,0,0,0.11577037532079389,0,0,6.0,8
179,2,8,5,205,21,0,0,0.10121811585206031,0,0,8.0,20
180,0,0,1,22,54,0,0,0.894832386230139,0,0,0.0,14
181,0,4,4,36,6,0,0,0.019901796055529275,1,0,4.0,8
182,2,6,1,21,3,0,0,0.030628608082103912,0,0,1.5,14
183,4,7,10,37,20,0,0,0.056630784812756456,0,0,1.4,22
184,0,0,6,92,33,0,0,0.06894305109144835,1,0,0.0,21
185,1,1,2,23,3,0,0,0.31550894786188904,0,0,1.0,9
186,2,26,5,29,19,0,0,0.24374645680325624,0,0,13.0,19
187,3,5,1,183,23,0,0,0.017860217474802327,0,0,1.6666666666666667,17
188,2,2,0,13,3,0,0,0.0,0,0,2.0,4
189,1,3,0,201,0,0,0,0.022840953762318525,0,0,3.0,13
190,0,0,0,35,2,0,0,0.027145975215581503,0,0,0.0,12
191,2,2,1,146,21,0,0,0.035973305585329025,0,0,2.0,22
192,1,10,2,328,15,0,0,0.06468915778255792,1,0,10.0,15
193,0,1,0,581,44,0,0,0.16832679995913008,1,0,1.0,19
194,1,23,4,91,24,0,0,0.14935949820476932,1,0,23.0,23
195,2,2,3,22,10,0,0,0.07308892719057157,0,0,1.0,14
196,2,8,4,92,17,0,0,0.7848069008575106,0,0,8.0,24
197,0,7,2,251,14,0,1,0.029150341750793604,1,0,7.0,18
198,3,4,11,119,34,0,0,0.39715765877756287,0,0,4.0,31
199,1,5,1,52,7,0,0,0.11880891505901191,1,0,5.0,12
200,1,1,2,11,80,0,0,0.5505189728510772,1,0,1.0,8
201,0,1,12,6,38,0,0,0.3056148103001676,1,0,1.0,16
202,1,4,1,38,4,0,0,0.27903070769294375,0,1,2.0,7
203,1,2,6,4,66,0,0,0.3166454033043404,1,0,2.0,12
204,0,1,0,1,2,0,1,0.09804456619359352,0,0,1.0,3
205,3,25,23,25,43,0,0,0.431177153950609,0,0,8.333333333333334,38
206,1,1,0,18,15,0,0,0.20069804100842883,1,0,1.0,18
207,0,0,3,9,401,0,0,0.25412660396376535,1,0,0.0,9
208,1,8,1,19,20,0,0,0.6490006508832384,0,1,8.0,14
209,1,3,0,0,17,1,1,0.6445389260822202,1,0,3.0,1
210,2,8,0,10,6,0,0,0.10324652658412621,1,0,8.0,11
211,2,2,18,76,54,0,0,0.32943821110359944,1,0,2.0,99
212,5,13,0,13,63,0,0,0.22423227418402272,1,0,3.25,12
213,1,8,0,2,1,0,0,0.3624513475802306,1,1,2.0,3
214,0,0,0,0,0,0,0,0.0,0,0,0.0,0
215,1,13,0,91,4,0,0,0.7491055674503267,0,1,13.0,33
216,0,0,0,0,0,0,0,0.0,0,0,0.0,0
217,0,0,1,0,0,0,0,0.6819692126514132,0,0,0.0,0
218,1,3,0,5,23,1,0,0.6840971920034812,1,0,3.0,5
219,2,4,6,6,5,0,0,0.0027203013256853065,1,0,4.0,2
220,1,1,1,272,26,0,0,0.10432580409305545,0,0,1.0,8
221,0,1,0,2,2,0,1,0.15874059027362886,0,0,1.0,2
222,1,1,3,12,18,0,0,0.14623333677792705,0,0,1.0,13
223,0,0,0,0,0,0,0,0.0,0,0,0.0,0
224,2,9,5,4,7,0,0,0.42564836811714474,1,0,4.5,5
225,0,19,14,21,19,0,0,0.6565610386653791,0,0,19.0,19
226,0,0,0,191,14,0,0,0.16035222532045046,1,0,0.0,10
227,0,0,1,5,15,0,0,0.23006518608352913,1,0,0.0,3
228,1,3,4,2,65,1,0,0.2851586661508569,1,0,3.0,6
229,0,1,0,2,1,0,1,0.16084172003659652,0,0,1.0,1
230,0,0,0,1,0,0,0,0.0,0,0,0.0,1
231,0,0,0,0,0,0,0,0.0,0,0,0.0,0
232,0,0,0,1,0,0,1,0.0,0,0,0.0,1
233,1,2,0,9,4,0,0,0.038115283255805724,1,0,2.0,4
234,1,16,3,6,24,0,0,0.008907655849968303,1,0,16.0,17
235,0,1,0,2,1,0,1,0.1662008627498633,0,0,1.0,1
236,0,0,0,1,0,0,0,0.010214971794480866,0,0,0.0,1
237,1,3,5,0,3,0,0,0.5366697240056699,0,0,3.0,3
238,0,0,1,25,5,0,0,0.6581966935377052,1,0,0.0,5
239,0,1,0,2,1,0,1,0.16989865375888671,0,0,1.0,1
240,0,0,0,0,0,0,0,0.0,0,0,0.0,0
241,0,0,0,27,9,0,1,0.2383196092949509,1,0,0.0,7
242,1,4,0,20,0,0,0,0.016338647094572483,0,0,4.0,14
243,1,2,1,14,13,0,0,0.12023605549163154,1,0,2.0,15
244,1,1,2,11,79,0,0,0.5507821253660676,1,0,1.0,8
245,2,10,1,22,15,0,0,0.38444074126727756,0,0,3.3333333333333335,21
246,1,2,1,1,0,0,0,0.11759794694213298,0,0,2.0,1
247,8,17,4,30,27,1,0,0.06133033077530742,0,0,2.125,20
248,0,1,12,6,38,0,0,0.3025395136202667,1,0,1.0,16
249,0,0,1,3,1,0,0,0.022665210267613325,0,0,0.0,2
250,0,0,1,0,7,0,0,0.16421650517875042,0,0,0.0,3
251,1,2,0,4,53,0,0,0.4342762128787968,1,0,2.0,6
252,0,0,3,6,4,0,0,0.4051618690369404,0,0,0.0,5
253,0,1,0,1,2,0,1,0.09788896043158796,0,0,1.0,3
254,2,5,0,18,1,1,0,0.6690471105974768,0,0,5.0,14
255,0,0,0,0,0,0,0,0.0,0,0,0.0,0
256,3,26,23,25,43,0,0,0.448746551859323,0,0,8.666666666666666,38
257,0,1,0,2,1,0,1,0.16570600838941366,0,0,1.0,1
258,0,0,0,0,0,0,0,0.0,0,0,0.0,0
259,0,0,0,0,0,0,0,0.0,0,0,0.0,0
260,0,0,0,0,0,0,0,0.0,0,0,0.0,0
261,0,0,3,9,405,0,0,0.25218235221624286,1,0,0.0,9
262,1,8,5,19,29,0,0,0.6439472565680595,0,1,8.0,15
263,6,150,3,22,26,0,0,0.06692657569850552,1,0,18.75,22
264,0,1,0,0,1,0,1,0.37516946129147344,0,0,1.0,1
265,0,0,1,0,1,0,0,0.2782312925170068,0,0,0.0,1
266,0,0,1,0,10,0,0,0.3394433129667346,0,0,0.0,1
267,1,3,0,0,17,1,1,0.642415165227104,1,0,3.0,1
268,0,1,0,2,1,0,1,0.16686209073689906,0,0,1.0,1
269,2,8,0,10,6,0,0,0.10112810873109426,1,0,8.0,11
270,2,2,24,76,55,0,0,0.3289295206083473,1,0,2.0,99
271,5,13,0,13,53,0,0,0.22443484218637608,1,0,3.25,12
272,1,14,4,5,24,0,0,0.033205795060390425,0,0,14.0,19
273,0,0,1,9,2,0,0,0.39945996945885737,1,0,0.0,8
274,1,8,0,2,1,0,0,0.3627338083287837,1,1,2.0,3
275,1,1,1,13,10,0,0,0.03931952492971484,0,0,1.0,18
276,0,0,0,0,0,0,0,0.0,0,0,0.0,0
277,0,0,8,30,90,0,0,0.34525417927655283,0,0,0.0,45
278,2,6,4,8,43,0,0,0.20186462399770663,0,0,6.0,17
279,0,11,3,11,4,0,0,0.03274326199995857,0,0,11.0,11
280,2,5,0,8,3,0,0,0.1119938355305207,0,0,5.0,9
281,0,0,4,11,14,0,0,0.6541778962008936,1,0,0.0,12
282,1,8,10,3,63,0,0,0.04101843486645752,0,0,8.0,27
283,1,13,0,91,4,0,0,0.7711423214376583,0,1,13.0,33
284,1,1,0,17,9,0,0,0.11627683553190703,0,0,1.0,16
285,0,3,0,27,3,0,0,0.0010518643258391666,0,0,3.0,17
286,0,0,0,0,0,0,0,0.0,0,0,0.0,0
287,0,0,0,0,0,0,0,0.0,0,0,0.0,0
288,1,3,0,5,23,1,0,0.6835514239094409,1,0,3.0,5
289,2,15,2,10,8,0,0,0.6227505199022786,0,0,7.5,11
290,1,13,3,14,12,0,0,0.027839915318362437,0,0,6.5,15
291,2,4,6,6,5,0,0,0.0027127548577951808,1,0,4.0,2
292,0,0,0,0,0,0,0,0.0,0,0,0.0,0
293,1,15,8,33,96,0,0,0.4823458770522699,0,0,15.0,47
294,0,0,0,0,0,0,0,0.0,0,0,0.0,0
295,0,1,0,2,2,0,1,0.15831800106831265,0,0,1.0,2
296,1,1,3,12,18,0,0,0.14608275545255356,0,0,1.0,13
297,1,1,1,16,1,0,0,0.006681819963161814,0,0,1.0,7
298,1,8,9,117,16,0,0,0.035928884210125786,0,0,8.0,37
299,2,2,1,5,9,0,0,0.021907743009478273,0,0,1.0,10
300,0,0,8,38,46,0,0,0.27839416324479427,0,0,0.0,30
301,2,9,4,4,7,0,0,0.4259371386843547,1,0,4.5,5
302,0,11,1,15,5,0,0,0.09402377890891496,0,0,11.0,13
303,0,19,14,21,25,0,0,0.5322274251480639,0,0,19.0,19
304,0,0,0,0,0,0,0,0.0,0,0,0.0,0
305,1,4,1,36,4,0,0,0.0766049753830655,0,0,4.0,19
